county,year,group,value
Ben Hill,2021,Selected Payors Total,11.458333333333332
Ben Hill,2022,Selected Payors Total,11.052631578947368
Ben Hill,2023,Selected Payors Total,17.1875
Ben Hill,2024,Selected Payors Total,13.218390804597702
Berrien,2018,All Payors,13.852813852813853
Berrien,2019,All Payors,11.11111111111111
Berrien,2020,All Payors,14.000000000000002
Berrien,2021,All Payors,10.194174757281553
Berrien,2022,All Payors,11.009174311926607
Berrien,2023,All Payors,6.944444444444445
Berrien,2024,All Payors,10.95890410958904
Berrien,2018,Medicaid payors,14.583333333333334
Berrien,2019,Medicaid payors,12.179487179487179
Berrien,2020,Medicaid payors,16.176470588235293
Berrien,2021,Medicaid payors,10.526315789473683
Berrien,2022,Medicaid payors,14.705882352941178
Berrien,2023,Medicaid payors,10
Berrien,2024,Medicaid payors,11.971830985915492
Berrien,2018,Private Insurance,13.636363636363635
Berrien,2019,Private Insurance,10.526315789473683
Berrien,2020,Private Insurance,-5
Berrien,2021,Private Insurance,13.043478260869565
Berrien,2022,Private Insurance,-5
Berrien,2023,Private Insurance,0
Berrien,2024,Private Insurance,12.244897959183673
Berrien,2018,Selected Payors Total,14.285714285714285
Berrien,2019,Selected Payors Total,11.737089201877934
Berrien,2020,Selected Payors Total,14.772727272727273
Berrien,2021,Selected Payors Total,11.1731843575419
Berrien,2022,Selected Payors Total,11.282051282051283
Berrien,2023,Selected Payors Total,6.989247311827956
Berrien,2024,Selected Payors Total,12.041884816753926
Bibb,2018,All Payors,13.719353155972874
Bibb,2019,All Payors,13.096446700507613
Bibb,2020,All Payors,13.09887869520897
Bibb,2021,All Payors,15.020366598778004
Bibb,2022,All Payors,14.32896064581231
Bibb,2023,All Payors,14.87513572204126
Bibb,2024,All Payors,13.951067152524727
Bibb,2018,Medicaid payors,14.717273431448488
Bibb,2019,Medicaid payors,15.424354243542435
Bibb,2020,Medicaid payors,14.264036418816389
Bibb,2021,Medicaid payors,17.36111111111111
Bibb,2022,Medicaid payors,16.18320610687023
Bibb,2023,Medicaid payors,16.77740863787375
Bibb,2024,Medicaid payors,16.98984302862419
Bibb,2018,Private Insurance,11.637931034482758
Bibb,2019,Private Insurance,6.888888888888889
Bibb,2020,Private Insurance,10.981308411214954
Bibb,2021,Private Insurance,9.567198177676538
Bibb,2022,Private Insurance,8.463251670378618
Bibb,2023,Private Insurance,10.926365795724466
Bibb,2024,Private Insurance,10.536044362292053
Bibb,2018,Selected Payors Total,13.903133903133902
Bibb,2019,Selected Payors Total,13.29639889196676
Bibb,2020,Selected Payors Total,13.459335624284078
Bibb,2021,Selected Payors Total,15.389048991354468
Bibb,2022,Selected Payors Total,14.212620807276863
Bibb,2023,Selected Payors Total,15.261538461538462
Bibb,2024,Selected Payors Total,14.839901477832512
Bleckley,2018,All Payors,7.258064516129033
Bleckley,2019,All Payors,10.95890410958904
Bleckley,2020,All Payors,10.236220472440944
Bleckley,2021,All Payors,12.5
Bleckley,2022,All Payors,11.570247933884298
Bleckley,2023,All Payors,14.482758620689657
Bleckley,2024,All Payors,9.022556390977442
Bleckley,2018,Medicaid payors,6.172839506172839
Bleckley,2019,Medicaid payors,11.76470588235294
Bleckley,2020,Medicaid payors,12.987012987012985
Bleckley,2021,Medicaid payors,12.658227848101266
Bleckley,2022,Medicaid payors,19.402985074626866
Bleckley,2023,Medicaid payors,19.27710843373494
Bleckley,2024,Medicaid payors,12.068965517241379
Bleckley,2018,Private Insurance,-5
Bleckley,2019,Private Insurance,11.11111111111111
Bleckley,2020,Private Insurance,-5
Bleckley,2021,Private Insurance,-5
Bleckley,2022,Private Insurance,0
Bleckley,2023,Private Insurance,-5
Bleckley,2024,Private Insurance,0
Bleckley,2018,Selected Payors Total,7.82608695652174
Bleckley,2019,Selected Payors Total,11.538461538461538
Bleckley,2020,Selected Payors Total,11.926605504587156
Bleckley,2021,Selected Payors Total,12.727272727272727
Bleckley,2022,Selected Payors Total,11.711711711711711
Bleckley,2023,Selected Payors Total,15.503875968992247
Bleckley,2024,Selected Payors Total,7.368421052631578
Brantley,2018,All Payors,10.330578512396695
Brantley,2019,All Payors,8.91089108910891
Brantley,2020,All Payors,11.538461538461538
Brantley,2021,All Payors,11.11111111111111
Brantley,2022,All Payors,12.676056338028168
Brantley,2023,All Payors,10.050251256281408
Brantley,2024,All Payors,11.87214611872146
Brantley,2018,Medicaid payors,11.377245508982035
Brantley,2019,Medicaid payors,9.15032679738562
Brantley,2020,Medicaid payors,11.11111111111111
Brantley,2021,Medicaid payors,13.698630136986301
Brantley,2022,Medicaid payors,13.380281690140844
Brantley,2023,Medicaid payors,10.833333333333334
Brantley,2024,Medicaid payors,14.529914529914532
Brantley,2018,Private Insurance,-5
Brantley,2019,Private Insurance,-5
Brantley,2020,Private Insurance,-5
Brantley,2021,Private Insurance,-5
Brantley,2022,Private Insurance,18.181818181818183
Brantley,2023,Private Insurance,8.108108108108109
Brantley,2024,Private Insurance,9.89010989010989
Brantley,2018,Selected Payors Total,10.550458715596331
Brantley,2019,Selected Payors Total,8.900523560209423
Brantley,2020,Selected Payors Total,10.99476439790576
