county,year,value
Laurens,2024,13.186813186813188
Lee,2018,15.0997150997151
Lee,2019,15.966386554621847
Lee,2020,14.328358208955224
Lee,2021,11.419753086419753
Lee,2022,10.543130990415335
Lee,2023,16.338028169014084
Lee,2024,12.023460410557185
Liberty,2018,10.104011887072808
Liberty,2019,10.919143054595715
Liberty,2020,10.639827462257369
Liberty,2021,12.14230471771075
Liberty,2022,10.940766550522648
Liberty,2023,8.941877794336811
Liberty,2024,12.00311769290725
Lincoln,2018,12.987012987012985
Lincoln,2019,9.876543209876543
Lincoln,2020,9.523809523809524
Lincoln,2021,11.235955056179774
Lincoln,2022,14.473684210526317
Lincoln,2023,7.59493670886076
Lincoln,2024,-5
Long,2018,13.861386138613863
Long,2019,11.827956989247312
Long,2020,11.194029850746269
Long,2021,14.084507042253522
Long,2022,8.794788273615636
Long,2023,10.979228486646884
Long,2024,10.714285714285714
Lowndes,2018,13.622096672944132
Lowndes,2019,12.598904443091904
Lowndes,2020,12.94871794871795
Lowndes,2021,13.56660527931246
Lowndes,2022,13.448735019973368
Lowndes,2023,13.150867823765019
Lowndes,2024,14.640522875816995
Lumpkin,2018,7.317073170731707
Lumpkin,2019,6.122448979591836
Lumpkin,2020,12.363636363636363
Lumpkin,2021,9.580838323353294
Lumpkin,2022,10.909090909090908
Lumpkin,2023,10.130718954248366
Lumpkin,2024,7.297297297297297
McDuffie,2018,13.780918727915195
McDuffie,2019,14.285714285714285
McDuffie,2020,13.48314606741573
McDuffie,2021,15.384615384615385
McDuffie,2022,11.355311355311356
McDuffie,2023,6.779661016949152
McDuffie,2024,10.245901639344263
McIntosh,2018,4.9504950495049505
McIntosh,2019,6.481481481481481
McIntosh,2020,16
McIntosh,2021,14.634146341463413
McIntosh,2022,16.346153846153847
McIntosh,2023,16.23931623931624
McIntosh,2024,13.461538461538462
Macon,2018,7.633587786259542
Macon,2019,11.678832116788321
Macon,2020,14.50381679389313
Macon,2021,13.445378151260504
Macon,2022,6.976744186046512
Macon,2023,11.570247933884298
Macon,2024,11.71875
Madison,2018,11.11111111111111
Madison,2019,9.183673469387756
Madison,2020,9.392265193370166
Madison,2021,9.429280397022332
Madison,2022,14.249363867684478
Madison,2023,13.75921375921376
Madison,2024,14.786967418546364
Marion,2018,8.24742268041237
Marion,2019,12.5
Marion,2020,11.494252873563218
Marion,2021,14.545454545454545
Marion,2022,8.75
Marion,2023,17.72151898734177
Marion,2024,8.695652173913043
Meriwether,2018,13.94422310756972
Meriwether,2019,15.573770491803279
Meriwether,2020,14.644351464435147
Meriwether,2021,14.117647058823529
Meriwether,2022,16.602316602316602
Meriwether,2023,15.319148936170212
Meriwether,2024,16.260162601626014
Miller,2018,7.352941176470589
Miller,2019,20
Miller,2020,27.11864406779661
Miller,2021,14.814814814814813
Miller,2022,17.24137931034483
Miller,2023,13.725490196078432
Miller,2024,10.76923076923077
Mitchell,2018,11.842105263157894
Mitchell,2019,16.818181818181817
