county,year,group,value
Bibb,2020,Private Insurance,6.6350710900473935
Bibb,2021,Private Insurance,5.977011494252873
Bibb,2022,Private Insurance,6.502242152466367
Bibb,2023,Private Insurance,7.857142857142857
Bibb,2024,Private Insurance,8.333333333333332
Bibb,2018,Selected Payors Total,16.63778162911612
Bibb,2019,Selected Payors Total,14.862591138530568
Bibb,2020,Selected Payors Total,17.449275362318843
Bibb,2021,Selected Payors Total,17.674418604651162
Bibb,2022,Selected Payors Total,21.2
Bibb,2023,Selected Payors Total,22.379778051787916
Bibb,2024,Selected Payors Total,21.283158544108574
Bleckley,2018,All Payors,16.93548387096774
Bleckley,2019,All Payors,8.333333333333332
Bleckley,2020,All Payors,20.634920634920633
Bleckley,2021,All Payors,22.033898305084744
Bleckley,2022,All Payors,18.487394957983195
Bleckley,2023,All Payors,16.783216783216783
Bleckley,2024,All Payors,19.696969696969695
Bleckley,2018,Medicaid payors,22.22222222222222
Bleckley,2019,Medicaid payors,12.941176470588237
Bleckley,2020,Medicaid payors,32.89473684210527
Bleckley,2021,Medicaid payors,29.48717948717949
Bleckley,2022,Medicaid payors,29.230769230769234
Bleckley,2023,Medicaid payors,24.390243902439025
Bleckley,2024,Medicaid payors,29.82456140350877
Bleckley,2018,Private Insurance,-5
Bleckley,2019,Private Insurance,0
Bleckley,2020,Private Insurance,-5
Bleckley,2021,Private Insurance,-5
Bleckley,2022,Private Insurance,-5
Bleckley,2023,Private Insurance,-5
Bleckley,2024,Private Insurance,-5
Bleckley,2018,Selected Payors Total,17.391304347826086
Bleckley,2019,Selected Payors Total,8.527131782945736
Bleckley,2020,Selected Payors Total,24.074074074074073
Bleckley,2021,Selected Payors Total,24.074074074074073
Bleckley,2022,Selected Payors Total,20.18348623853211
Bleckley,2023,Selected Payors Total,17.1875
Bleckley,2024,Selected Payors Total,19.148936170212767
Brantley,2018,All Payors,31.40495867768595
Brantley,2019,All Payors,35.32338308457712
Brantley,2020,All Payors,41.54589371980676
Brantley,2021,All Payors,35.92233009708738
Brantley,2022,All Payors,20.379146919431278
Brantley,2023,All Payors,15.736040609137056
Brantley,2024,All Payors,11.267605633802818
Brantley,2018,Medicaid payors,37.12574850299401
Brantley,2019,Medicaid payors,37.5
Brantley,2020,Medicaid payors,46.05263157894737
Brantley,2021,Medicaid payors,44.13793103448276
Brantley,2022,Medicaid payors,23.57142857142857
Brantley,2023,Medicaid payors,23.728813559322035
Brantley,2024,Medicaid payors,15.517241379310345
Brantley,2018,Private Insurance,19.607843137254903
Brantley,2019,Private Insurance,28.947368421052634
Brantley,2020,Private Insurance,26.31578947368421
Brantley,2021,Private Insurance,21.428571428571427
Brantley,2022,Private Insurance,13.636363636363635
Brantley,2023,Private Insurance,-5
Brantley,2024,Private Insurance,-5
Brantley,2018,Selected Payors Total,33.02752293577982
Brantley,2019,Selected Payors Total,35.78947368421053
Brantley,2020,Selected Payors Total,42.10526315789473
Brantley,2021,Selected Payors Total,39.037433155080215
Brantley,2022,Selected Payors Total,21.195652173913043
Brantley,2023,Selected Payors Total,16.145833333333336
Brantley,2024,Selected Payors Total,10.396039603960396
Brooks,2018,All Payors,22.085889570552148
Brooks,2019,All Payors,26.519337016574585
Brooks,2020,All Payors,23.863636363636363
Brooks,2021,All Payors,26.31578947368421
