county,year,value
Emanuel,2023,19.434628975265017
Emanuel,2024,17.46031746031746
Evans,2018,14.678899082568808
Evans,2019,19.083969465648856
Evans,2020,22.962962962962962
Evans,2021,16.23931623931624
Evans,2022,26.446280991735538
Evans,2023,22.377622377622377
Evans,2024,29.87012987012987
Fannin,2018,14.572864321608039
Fannin,2019,12.571428571428573
Fannin,2020,15.54054054054054
Fannin,2021,26.060606060606062
Fannin,2022,10.982658959537572
Fannin,2023,11.560693641618498
Fannin,2024,9.734513274336283
Fayette,2018,12.287104622871047
Fayette,2019,13.38862559241706
Fayette,2020,11.743772241992882
Fayette,2021,11.238532110091743
Fayette,2022,9.634551495016613
Fayette,2023,14.736842105263156
Fayette,2024,16.436781609195403
Floyd,2018,24.18300653594771
Floyd,2019,20.9366391184573
Floyd,2020,21.415770609318997
Floyd,2021,18.350324374420758
Floyd,2022,20.887728459530024
Floyd,2023,22.68683274021352
Floyd,2024,25.627705627705627
Forsyth,2018,8.41974284529241
Forsyth,2019,7.632933104631218
Forsyth,2020,7.460112117291937
Forsyth,2021,7.663157894736843
Forsyth,2022,6.896551724137931
Forsyth,2023,8.672638436482085
Forsyth,2024,10.847318870241507
Franklin,2018,15.918367346938775
Franklin,2019,18.796992481203006
Franklin,2020,12.734082397003746
Franklin,2021,11.272727272727273
Franklin,2022,10.902255639097744
Franklin,2023,15.105740181268882
Franklin,2024,13.442622950819672
Fulton,2018,21.609979359238984
Fulton,2019,21.540618701253177
Fulton,2020,20.18886953332722
Fulton,2021,16.828248688072577
Fulton,2022,17.92504073872895
Fulton,2023,21.670512228887866
Fulton,2024,25.027442371020857
Gilmer,2018,27.384615384615387
Gilmer,2019,30.886850152905197
Gilmer,2020,35.4014598540146
Gilmer,2021,43.727598566308245
Gilmer,2022,34.69387755102041
Gilmer,2023,20.055710306406684
Gilmer,2024,25.227963525835868
Glascock,2018,-5
Glascock,2019,-5
Glascock,2020,17.24137931034483
Glascock,2021,-5
Glascock,2022,-5
Glascock,2023,0
Glascock,2024,25
Glynn,2018,45.15778019586507
Glynn,2019,46.25850340136054
Glynn,2020,49.37027707808564
Glynn,2021,48.17767653758543
Glynn,2022,27.083333333333332
Glynn,2023,19.747416762342134
Glynn,2024,22.45810055865922
Gordon,2018,20.52469135802469
Gordon,2019,21.25748502994012
Gordon,2020,17.896389324960754
Gordon,2021,17.045454545454543
Gordon,2022,20.414201183431953
Gordon,2023,37.22304283604136
Gordon,2024,21.638330757341574
Grady,2018,27.67295597484277
Grady,2019,31.4878892733564
Grady,2020,23.79310344827586
Grady,2021,24.74916387959866
Grady,2022,30.716723549488055
Grady,2023,33.65695792880259
Grady,2024,38.34586466165413
Greene,2018,26.900584795321635
Greene,2019,14.606741573033707
Greene,2020,17.02127659574468
Greene,2021,17.142857142857142
Greene,2022,20.437956204379564
Greene,2023,8.21917808219178
Greene,2024,16.853932584269664
Gwinnett,2018,14.663280662151996
Gwinnett,2019,14.796984285584522
Gwinnett,2020,17.22285067873303
Gwinnett,2021,14.404914725838989
Gwinnett,2022,11.984820404200864
Gwinnett,2023,16.774815854086285
Gwinnett,2024,18.414088876722328
Habersham,2018,22.245322245322246
Habersham,2019,18.493150684931507
Habersham,2020,16.700201207243463
Habersham,2021,14.423076923076922
Habersham,2022,14.0625
Habersham,2023,19.08548707753479
Habersham,2024,17.83783783783784
Hall,2018,15.188284518828452
Hall,2019,18.08688387635756
Hall,2020,19.238641015145312
Hall,2021,18.220502901353967
Hall,2022,17.96560556165386
Hall,2023,20.049768929968007
Hall,2024,24.47120078099577
Hancock,2018,27.27272727272727
Hancock,2019,33.33333333333333
Hancock,2020,33.92857142857143
Hancock,2021,30
Hancock,2022,15.09433962264151
Hancock,2023,30.952380952380953
Hancock,2024,31.57894736842105
Haralson,2018,21.856287425149702
Haralson,2019,28.645833333333332
Haralson,2020,19.613259668508288
Haralson,2021,20.23121387283237
Haralson,2022,24.347826086956523
Haralson,2023,16.06648199445983
Haralson,2024,25.925925925925924
Harris,2018,13.953488372093023
Harris,2019,14.814814814814813
Harris,2020,11.379310344827587
Harris,2021,8.681672025723474
Harris,2022,9.621993127147768
Harris,2023,7.638888888888889
Harris,2024,17.75700934579439
Hart,2018,18.067226890756302
Hart,2019,15.6
Hart,2020,13.545816733067728
Hart,2021,13.87900355871886
Hart,2022,12.727272727272727
Hart,2023,14.335664335664337
Hart,2024,19.823788546255507
Heard,2018,27.941176470588236
Heard,2019,26.190476190476193
Heard,2020,16.153846153846153
Heard,2021,17.1875
Heard,2022,13.675213675213676
Heard,2023,25.984251968503933
Heard,2024,24.21875
Henry,2018,19.79591836734694
Henry,2019,23.340040241448694
Henry,2020,20.108468919482686
Henry,2021,16.043613707165107
Henry,2022,16.83748169838946
Henry,2023,20.06294256490952
Henry,2024,30.9375
Houston,2018,15.15
Houston,2019,12.839506172839506
Houston,2020,13.549039433771487
Houston,2021,16.300459887583035
Houston,2022,20.575539568345324
Houston,2023,17.76798825256975
Houston,2024,19.683481701285853
Irwin,2018,14.814814814814813
Irwin,2019,12.612612612612612
Irwin,2020,7.2727272727272725
Irwin,2021,16.3265306122449
Irwin,2022,12
Irwin,2023,21.052631578947366
Irwin,2024,17.708333333333336
Jackson,2018,13.17365269461078
Jackson,2019,9.288990825688073
Jackson,2020,8.314350797266515
Jackson,2021,10.344827586206897
Jackson,2022,9.279368213228036
Jackson,2023,9.972041006523765
Jackson,2024,12.588028169014084
Jasper,2018,10.06711409395973
Jasper,2019,9.420289855072465
Jasper,2020,5.517241379310345
Jasper,2021,18
Jasper,2022,12.437810945273633
Jasper,2023,12.16931216931217
Jasper,2024,13.872832369942195
Jeff Davis,2018,19.428571428571427
Jeff Davis,2019,15.865384615384615
Jeff Davis,2020,12.76595744680851
Jeff Davis,2021,15.723270440251572
Jeff Davis,2022,16.265060240963855
Jeff Davis,2023,16.184971098265898
Jeff Davis,2024,12.244897959183673
Jefferson,2018,18.421052631578945
Jefferson,2019,13.953488372093023
Jefferson,2020,11.65644171779141
Jefferson,2021,11.842105263157894
Jefferson,2022,13.414634146341465
Jefferson,2023,12.650602409638553
Jefferson,2024,36.36363636363637
Jenkins,2018,16.346153846153847
Jenkins,2019,21.59090909090909
Jenkins,2020,17.073170731707318
Jenkins,2021,15.053763440860216
Jenkins,2022,23.076923076923077
Jenkins,2023,15.909090909090908
Jenkins,2024,27.27272727272727
Johnson,2018,8.080808080808081
Johnson,2019,12.612612612612612
Johnson,2020,14.285714285714285
Johnson,2021,20.408163265306122
Johnson,2022,25.773195876288657
Johnson,2023,27.083333333333332
Johnson,2024,27.27272727272727
Jones,2018,8.98876404494382
Jones,2019,7.719298245614035
Jones,2020,9.219858156028367
Jones,2021,9.057971014492754
Jones,2022,10.869565217391305
Jones,2023,10.828025477707007
Jones,2024,12.969283276450511
Lamar,2018,12.669683257918551
Lamar,2019,12.206572769953052
Lamar,2020,11.650485436893204
Lamar,2021,11.26126126126126
Lamar,2022,10.679611650485436
Lamar,2023,13.168724279835391
Lamar,2024,15.789473684210526
Lanier,2018,25.984251968503933
Lanier,2019,24.375
Lanier,2020,23.88059701492537
Lanier,2021,24.18300653594771
Lanier,2022,19.51219512195122
Lanier,2023,22.76422764227642
Lanier,2024,20.97902097902098
Laurens,2018,11.726384364820847
Laurens,2019,10.634920634920634
Laurens,2020,17.122040072859747
Laurens,2021,17.39864864864865
Laurens,2022,22.35494880546075
Laurens,2023,27.86624203821656
Laurens,2024,20.349761526232115
Lee,2018,16.28571428571429
Lee,2019,11.581920903954803
Lee,2020,13.73134328358209
Lee,2021,15.74074074074074
Lee,2022,13.461538461538462
Lee,2023,15.864022662889518
Lee,2024,22.8486646884273
Liberty,2018,17.801047120418847
Liberty,2019,17.270194986072422
Liberty,2020,17.507204610951007
Liberty,2021,16.640625
Liberty,2022,18.939929328621908
Liberty,2023,18.56702619414484
Liberty,2024,21.463022508038584
Lincoln,2018,15.068493150684931
Lincoln,2019,9.722222222222223
Lincoln,2020,16.39344262295082
Lincoln,2021,12.359550561797752
Lincoln,2022,13.157894736842104
Lincoln,2023,10.126582278481013
Lincoln,2024,29.411764705882355
Long,2018,20.26578073089701
Long,2019,17.26618705035971
Long,2020,18.65671641791045
Long,2021,21.12676056338028
Long,2022,19.407894736842106
Long,2023,18.429003021148034
Long,2024,24.30167597765363
Lowndes,2018,23.232323232323232
Lowndes,2019,22.992029429797668
Lowndes,2020,21.649484536082475
Lowndes,2021,23.60939431396786
Lowndes,2022,22.429906542056074
Lowndes,2023,24.798927613941018
Lowndes,2024,26.582278481012654
Lumpkin,2018,7.6923076923076925
Lumpkin,2019,9.352517985611511
Lumpkin,2020,11.567164179104477
Lumpkin,2021,9.538461538461538
Lumpkin,2022,10
Lumpkin,2023,7.236842105263158
Lumpkin,2024,10.655737704918032
McDuffie,2018,14.855072463768115
McDuffie,2019,13.934426229508196
McDuffie,2020,12.449799196787147
McDuffie,2021,13.618677042801556
McDuffie,2022,11.152416356877323
McDuffie,2023,13.617021276595745
McDuffie,2024,35.12396694214876
McIntosh,2018,46.53465346534654
McIntosh,2019,37.38317757009346
McIntosh,2020,39.39393939393939
McIntosh,2021,45.1219512195122
McIntosh,2022,24.509803921568626
McIntosh,2023,16.071428571428573
McIntosh,2024,21.35922330097087
Macon,2018,16.030534351145036
Macon,2019,24.817518248175183
Macon,2020,23.076923076923077
Macon,2021,23.52941176470588
Macon,2022,23.4375
Macon,2023,23.140495867768596
Macon,2024,25.6
Madison,2018,19.18238993710692
Madison,2019,9.207161125319693
Madison,2020,9.444444444444445
Madison,2021,11.75
Madison,2022,7.142857142857142
Madison,2023,11.450381679389313
Madison,2024,15.625
Marion,2018,20.652173913043477
Marion,2019,29.411764705882355
Marion,2020,14.117647058823529
Marion,2021,20.408163265306122
Marion,2022,19.230769230769234
Marion,2023,28.205128205128204
Marion,2024,28.985507246376812
Meriwether,2018,19.08713692946058
Meriwether,2019,22.746781115879827
Meriwether,2020,15.517241379310345
Meriwether,2021,17.599999999999998
Meriwether,2022,18.43137254901961
Meriwether,2023,20.51282051282051
Meriwether,2024,20
Miller,2018,17.91044776119403
Miller,2019,18.571428571428573
Miller,2020,16.94915254237288
Miller,2021,18.867924528301888
Miller,2022,22.807017543859647
Miller,2023,27.450980392156865
Miller,2024,37.5
Mitchell,2018,24.778761061946902
Mitchell,2019,23.636363636363637
Mitchell,2020,23.137254901960784
Mitchell,2021,24.778761061946902
Mitchell,2022,21.83406113537118
Mitchell,2023,23.504273504273502
Mitchell,2024,33.33333333333333
Monroe,2018,9.420289855072465
Monroe,2019,14.453125
Monroe,2020,11.72161172161172
Monroe,2021,11.627906976744185
Monroe,2022,13.90728476821192
Monroe,2023,15.957446808510639
Monroe,2024,17.543859649122805
Montgomery,2018,18.367346938775512
Montgomery,2019,11.702127659574469
Montgomery,2020,17.24137931034483
Montgomery,2021,18.548387096774192
Montgomery,2022,23.076923076923077
Montgomery,2023,22.115384615384613
Montgomery,2024,10.476190476190476
Morgan,2018,11.055276381909549
Morgan,2019,6.153846153846154
Morgan,2020,11.004784688995215
Morgan,2021,10.204081632653061
Morgan,2022,8.636363636363637
Morgan,2023,10.576923076923077
Morgan,2024,13.145539906103288
Murray,2018,19.95841995841996
Murray,2019,22.17573221757322
Murray,2020,19.128329297820823
Murray,2021,25.71428571428571
Murray,2022,26.01279317697228
Murray,2023,27.19665271966527
Murray,2024,21.524663677130047
Muscogee,2018,19.168953351626815
Muscogee,2019,18.386243386243386
Muscogee,2020,16.425120772946862
Muscogee,2021,13.803680981595093
Muscogee,2022,15.064227325807709
Muscogee,2023,16.968964127367997
Muscogee,2024,20.726672171758878
Newton,2018,19.03300076745971
Newton,2019,16.282642089093702
Newton,2020,16.469661150512213
Newton,2021,15.836012861736334
Newton,2022,14.573991031390134
Newton,2023,16.9479090242113
Newton,2024,22.10144927536232
Oconee,2018,14.497041420118343
Oconee,2019,7.736389684813753
Oconee,2020,7.079646017699115
Oconee,2021,5.780346820809249
Oconee,2022,5.3908355795148255
Oconee,2023,6.521739130434782
Oconee,2024,8.814589665653495
Oglethorpe,2018,18.181818181818183
Oglethorpe,2019,15
Oglethorpe,2020,6.666666666666667
Oglethorpe,2021,10
Oglethorpe,2022,13.186813186813188
Oglethorpe,2023,7.027027027027027
Oglethorpe,2024,15.263157894736842
Paulding,2018,17.9809141135108
Paulding,2019,14.21923474663909
Paulding,2020,14.14708886618999
